name,comment,star
Bich,Pin nhanh hết quá màn hình bị lỗi giật màn hình. Mà máy chạy cũng chậm nữa nói chung k hài lòng,2
HoÀNg Anh KiÊN,Máy chạy 4g chán kinh khủng.mang cái mác ram 4g chạy chán,3
HảI,"Máy sạc nóng ( cắm sạc 2 phút) , bắt wf và sóng 4g rất yếu chỉ hiện 1 cột thui, vào mạng rất chậm, nhanh hết pin, quá tệ",2
HB,"A50 kết nối 4g quá kém, cùng 1 sim cùng 1 nơi nhưng bỏ vào mày khác chạy vù vù mà bỏ vào a50 ko load nổi ảnh trên fb luôn. Chán thật.",2
NguyỄN ThỊ ThẤT,Điện thoại khá ổn về mọi mặt trừ về pin ra. Pin rất mau hết để từ 20h đến 6h sáng hôm sau pin tuột 5 đến 6% pin trong khi mình đã tắt tất cả ứng dụng chạy ngầm,4
Anh TÚ,"Sản phẩm chất lượng tốt, chụp hình đẹp, cảm ứng nhạy, đáp ứng tốt cho công việc văn phòng",5
ChÂU,Tại s máy mới mua về sử dụng được 2 ngày. Máy ngày đầu máy vẫn bình thường . Rồi đến ngày thứ 2 thì máy tự nhiên tự sụp nguồn mở nguồn lên không được rồi nó hiện chữ (lỗi) xong sụp nguồn tiếp ạ. Định đi đổi máy khác nhưng h lại lên đc ko hiểu s. Mong tggd phản hồi ạ,2
ThẮNg,"máy đẹp, dùng ổn. ngại mỗi cái cảm biến vân tay ko ra gì. có bản cập nhật nào cho vân tay thì tốt.",3
Mr TrƯờNg,"Sau 7 ngày sử dụng:máy ổn,chơi game ngon,pin dùng trong 1 ngày,có sạc nhanh nên không lo,cảm biến vân tay lúc đầu chưa quen còn chậm,quen thì ok,cam đẹp,sóng khỏe,3g chạy phà phà,,máy đến từ 1 hãng uy tín thì k lo",5
LÂM,"Sản phẩm tốt! Khi chon máy các bạn nên kiểm tra mực độ hoàn thiện của máy, test màn hình, loa trong, loa ngoài, tai nghe, wifi... rồi hãy lấy đó là kinh nghiệm của mình!",5
LÊ QuỐC KhÁNh,Cái gì cũng đc nhưng cái cảm biến vân tay quá chậm phải làm đến 5 lần mới mở khóa đc mà đặt vào phải 5 đến 6 giây mới mở khóa,4
LÊ NhẬT Linh,Vân tay mở ngón nào cũng được không lẽ máy bị gì hay sao có ai thử giống mình không,2
Duyen,"Có ai vừa xem phim để màn hình ngang vừa mở bubble chat của messenger thì bubble bị giật vs nháy 3,4 lần mới mở đc ko ?",4
PhẠM Linh ÂN,"Máy đẹp, came ra đẹp nhưng mới sài được 1 tuần thấy pin k ổn lắm mau hết quá. Vân tay thì lúc được lúc không.",3
ĐặNg YẾN NgÂN,"Máy đẹp, came ra đẹp nhưng mới sài được 1 tuần thấy pin k ổn lắm mau hết quá. Vân tay thì luc dc lúc không...",3
Le Van Hung,"Lóa nghe nhạc có tiếng rề rề,vẫn tay lúc được lúc không,mới thư đều ơn.mong samsung khắc phục lại!",3
Le Van Hung,"Máy cảm biến vân tay lúc vào được lúc không, loa mở to thì bị rề rề không hay.mong khắc phục lại",3
HoÀNg PhÚC,"Máy đẹp, ổn với giá, cảm biến vân tay quang học hơi phiền phức vì sai thế tay thì khó mà mở được máy, đồng thời chỉ lưu được 3 kiểu vân tay. Mong khắc phục sớm",3
ĐÀO Nam,"Giao diện máy hơi th không đẹp như M20, máy đôi khi nghe loa ko chuẩn, sóng đứng ngay khu vực phát mà vẫn kô ổn đĩnh ( đàm thoại như bị mất sóng), cảm biên vân tay gần như trưng bày cho có, bấm đến mấy lần cũng vẫn bảo ko khớp, trong khi chi co một ngón tay",3
LÊ ThÀNh LỘC,"Ko biết sao mà cứ gọi điện thoại là có lúc cứ như bị rè rè loa, có lúc thì ko nghe được cứ như bị mạng chập chờn mà cột sóng thì full,... wifi 5 full mà có lúc bị đơ mạng, không bắt được mạng,... (chủ yếu về mạng và loa thoại)",3
LÂM QuỐC HÀ,"Thiết kế đẹp, camera ổn, sáng nay vừa cảm ứng vân tay nhập chục lần không vào xong tự tắt nguồn, mở mãi không lên, 1 lúc sau mới lên, pin 4000 nhưng như gì sài mau hết pin ngang cái j5 là cùng.",3
VÕ TẤN Thanh,Con hàng này có 2 cái tệ là máy bị nóng và cảm biến vân tay dưới màn hình cực kỳ tệ.. còn lại mọi thứ bình thường.. ko có gì quá nổi bật trong phân khúc khi nhìn qua các hãng của trung quốc như Xiaomi hay Huewei... có lẽ ng tiẻu dùng vn nên chuyển hướng sang đt Trung đc rồi hoặc Iphone,3
Le My Tra,"Sợ mỗi pin tụt nhanh như các bạn review nhưng mua máy trải nghiệm 2 ngày thấy ổn, vân tay thì hơi kém thật, cứ no match nên dùng face, màn hình rộng-đẹp, máy cầm thích, dùng android 9.0 thấy ổn định, k thích chụp hình lắm nên k có nhận xét, nói chung là 1 chiếc máy ổn so với mức giá tiền.",5
Phan ThỊ ThÚY HẰNg,"Cảm ứng ko nhạy, camera chụp đẹp, sạc nhanh, pin cx ko trâu lắm đâu, loa khá ổn, cả đêm chỉ tụt 1% pin, so vs con j7 prime mh dùng trc thì A50 này mh ko thích bằng j7 prime. Cảm ứng có vẻ ko ổn định đâu. Đừng thử",3
QuỐC NgỮ,"cảm biến vân tay cực kém nói thẳng là nên vứt đi. chuyển sang dùng nhận diện khuôn mặt. mới dùng thì rất nhanh và chính xác tới nay là gần 1 tuần thì khả năng nhận diện ngày càng chậm và hay báo sai. Đây là sản phẩm kém chất lượng chứ không phải lỗi nữa, samsung sản xuất ra mà họ không tự trải nghiệm trước khi bán. Bán hàng không có tâm như thế thì tôi xin hứa đây là sx cuối cùng tôi mua gắn mác samsung.",1
LÊ Minh TrÍ,"Máy đẹp, màn hình đẹp, pin xài khá lâu và sạc nhanh. Điểm trừ là vân tay hơi chậm, màn hình và mặt lưng dễ bám vân tay.",5
Nguyen Khang,"Lần đầu tiến thấy samsung bán dt dùng chip sản xuất trên quy trinh 10 nm có vân tay dưói màn hình với giá rẽ như vậy...dùng máy đc 1 tuần thấy là máy màn hình đẹp, cảm giác cầm máy rất chắc tay, lướt wed fb zl chơi game rất mượt trog tầm giá,camera chụp hình đẹp sống động,pin thỳ tạm ổn,sạc nhanh nhưng còn quá chậm so vr các hãng khác nên học hỏi các hãng sx dt trung quốc,nhân diện khuôn mắt máy rất nhạy còn phần vân tay quá tệ cứ như để cho có vậy k nhận đc gì cả,mặt lưng máy đẹp nhưng bám vân tay quá nhìu.",4
LÊ V.NgÂN,Trước nghe A30 hay bị lỗi cứ nghĩ A50 sẽ khá hơn nhưng hoàn toàn thất vọng.máy bị lỗi cứ tắt nguồn rồi đứng máy.không đáng mua tí nào,1
NguyỄN HỮU ĐáNg,"Máy tốt, game mượt, loa to, chụp hình đẹp, pin trâu, sạc nhanh, chơi pubg lâu chỉ ơi ấm nhẹ. Quá ngon trong tầm giá.",5
NÔNg ThÚY Lan,"Cứ cảm giác nge nhạc loa cứ bị dè ấy k trog, nge rất là chán. Phải chăg dòg này nghe nhạc k tốt",3
HoÀI ThuẬN,Cấu hình máy tốt. Có bảo mật vân tay tốt. Chơi game mượt. Hỗ trợ 4G rất tốt. Pin trâu và sạc nhanh. Chụp hình tốt.,5
ĐìNh Trung,"Vân tay kém, máy nóng, bắt sóng yếu ( lắp 2 sim càng yếu).chụp hình đẹp. Sạc pin nhanh, pin ổn.",3
HÀN,"Mới mua máy được 1 tuần , ban đầu nên sạc 3 lần 8 tiếng để qua đêm đảm bảo pin sẽ ổn định ko tuột pin như 1 số bạn phản ánh. Mình bật 4g ,lâu lâu lấy đt ra lướt facebook đọc tin tức .Đi làm từ 6h sáng đến 12h trưa pin còn 85 % . Chơi liên quân ổn định . Mặt sau máy đẹp. Chỉ có nhận diện dấu vân tay trong màn hình kém , nên mình bảo mật bằng nhận diện khuôn mặt cũng ok. Nói chung máy tốt trong tầm giá .",5
DƯơNg HoÀNg ThƯơNg,Em vừa ra tgdd nhận máy hồi tối lúc 7h và em sài đến sáng em thấy máy này cấu hình cao mà rẻ chơi game đc max setting pin trâu quá tuyệt vời,5
ĐứC,Máy hụt pin nhanh. Mang tiếng sạc nhanh mà sạc mãi mới đầy. Thua con oppo f5 mình dùng gần 2 năm. Màn hình hay bị treo. Vân tay chậm. Nóng máy.,1
ToÀN,Máy tạm ổn. Khi không bật chế độ tiết kiệm pin thì có lẽ rất mau hết nhưng bật rồi thì sd cũng được 15h. Máy chụp ảnh hơi xấu nhưng quay video thì rất tốt nó giảm rung lắc rất đáng kể. Nếu bạn là 1 người thích quay phim thì nên chọn máy này nhé,4
TÙNg LÂM,Pin xuống nhanh.mang tiếng máy mới mà test vào liên quân với iphone 5se còn vào chậm hơn.,1
Quy,"Máy xài êm, mượt pin trâu,màu sắc cũng nhanh. Những thiết kế vỏ nhựa không ưa. Chơi game liên quân max setting luôn",4
HƯNg,"Mình mua cả 2 phiên bản , cảm nhận máy sài ok , màn hình cực nét , ăn đứt iphone xr khi test video",5
NguyỄN ĐứC TriỆU,Chán con a50 này quá.pin tụt nhanh mặc dù 4000mAh.vân tay thì lỗi..ngày chả chơi game gì lên mạng tầm 1h mà chỉ còn khoảng 35% pin...,1
Hh,"Mới mua. Vẫn đang trong quá trình test máy, nhận thấy a50 bắt wifi khá kém. 4 vạch nhưng vẫn k load được fb, gọi mess còn đơ đơ như kiểu lúc wifi yếu. Cảm ứng vân tay chưa được ok lắm. Máy sạc nhanh nhưng sạc xong hay bị nóng máy. Lọc ánh sáng xanh không được tốt lâm",3
ĐặNg ThàNh Sang,Dt k sài được gì cả k sài 4g chơi game dk wifi vào game là tự tắt mới đi bảo hành đổi cái khác h vẫn vậy,1
Nhu,"Cảm ứng k nhạy, màn hình giật lag, đang sử dụng đột nhiên màn hình tự tắt rồi tự mở lên màn hình khóa, vân tay thử 5 lần đều báo không khớp",1
LÂM ThỊ ÁNh TuyẾT,Cho em hỏi là mình sài còn khoảng 60 70 % pin sạc tiếp có bị chai pin ko ạ. Với sạc như nào không bị chai pin ạ,1
TuẤN,Sau 1tuan su dụng.theo như giá dt tầm trung thì máy khá là ok.camara tốt.nhận diện khuôn mặt nhanh.sạc pin khoản 2.5tieng là đầy pin.vì kích thước màng hình lớn nên việc sử dụng pin choi game trong 6 tiếng là khá ok,5
Trang,"Máy nóng kinh nhất là khi đag nch hoặc đúc túi quần, pin hết quá nhanh dù k dùng j, đc mỗi cái chụp ảnh đẹp.",3
Vinh,"Anh chị em nào , không hoạt động máy , để yên cả ngày vẫn tuột Pin thì mình mới tìm hiểu được 1 cách : Tắt cái thanh cộng cụ Google ở màn hình chính đi. Là sẽ không còn bị nữa nhé. Sau 4 ngày sử dụng mình có để ý , cái thanh công cụ đó nó là nền và nó làm hao hục quá nhiều Pin của sản phẫm !!!",5
NguyỄN HuỲNh Thanh TÂM,Máy màn hình đẹp pin rất tệ camera hơi ổn. Lỡ mua rồi cũng hơi tiếc tạm chấp nhận,2
ThiẾT NguyỄN,"Mới mua máy được mấy ngày nhưng thấy máy nhanh hết pin, pin tụt nhanh, vân tay chậm, vào mạng kém, sóng yếu. Còn lại là ok hết",3
Nhuan Tran,"Thấy ai cũng chê pin yếu mình ko biết các bạn sài cái j và muốn thế nào moi vừa ý các bạn.mình co chụp lại pin của mình sử dụng 2h đồng hồ trong đó chơi game gần 40p pin xuống 10%, để nguyên đêm xuống 2% mình cảm thấy ok rùi trước kia mình sài máy pin 8700 cũng chỉ sài 1 ngày, với tầm giá 6tr thi mức pin này là hợp lý, còn các tính năng khác của máy thì tùy nhu cầu của mỗi người nên mình ko đánh giá",5
Nhu,"Màn hình hay bị giật lag, đang xài tự nhiên màn hình đen thui rồi tự sáng lên. Phải mở khóa lại mới sử dụng tiếp được. Vân tay chậm. Có khi cả 5 lần đều báo vân tay không khớp.",1
ThiẾT NguyỄN,"Mình mua về dùng 2 ngày thấy máy ok nhưng pin tụt nhanh, cảm biến vân tay hơi chậm",3
Saom Mai,Mạng yêu quá mỏng ss cap nhập phiên bản và loi và màu hết pin mạng 4 g fun sống mà vẫn cham,4
TrƯờNg,"Máy bắt sóng wifi, 3G,4G kém quá vào game chơi không được gì hết,pin tụt nhanh, cảm thấy thất vọng",2
Hao,Quá thất vọng về a50 máy hao bin quá mạng WiFi cũng yếu Vân tay dưới màn hình mở 5 sau lần mà ko dc,1
LÊ PhƯớC HẢI,Cho mình bình luận cái nhe. Máy mới mua chưa được 2 giờ . Cài đặt đc 1 game. Để máy trong tình trạng chả có đụng tới máy tự rung rồi kêu như vẹt kêu ( ẹt ẹt ẹt ) rồi hiện tại là nguồn chả lên . Hiện tượng được gọi là chết con chuột .,1
MỀNh TriỆU,"Qua 3 ngày sử dụng có nhận xét: - ưu điểm: màn hình ok,máy mỏng rất tuyệt vời đúng điểm mình thích,camera ok nhưng mình thấy không đẹp bằng hãng oppo,mặt sau cầm ôm tay,nhận diện khuôn mặt ok. - Nhược điểm: mặt lưng bám vân tay kinh khủng nên phải dùng ốp lưng,mở khóa vân tay chậm kjnh khủng,kèm theo nhận vân kém ,4-5 lần vẫn chưa mở được,,pin 4000mah mà hụt nhanh,không chạy ẩn ứng dụng gì mà 1 đêm hụt 20% pin,trước đó mình dùng iphone qua 1 đêm chỉ hụt 3% pin,bắt wifi kém quá trời so vs những dòng khác như iphone,oppo,...thậm chí đôi 3 vạch sóng wifi mà không load nổi gì luôn,trong khi đó máy khác chạy ầm ầm,chơi game giật đùng đùng,nhắn tin phím chạy linh tinh. Tóm lại mình thấy chỉ được bề ngoài,chứ không ổn bằng dòng khác trong tầm phân khúc,dùng 3 ngày thấy chán luôn",3
Ngo Ngoc Anh,"Máy sóng kém quá, hay bị mất sóng, e mới mua đc 2 ngày mà thất vọng quá, bằng bấy nhiêu tiền mua máy khác dùng ok hơn nhiều",2
A MỀNh,"Sau khi sử dụng 3 ngày mình thấy -pin 4000 mà tụt nhanh kinh khủng -vân tay chậm,nhận vân chậm thập chí 4-5 lần k nhận vân tay -đag chơi game có messenger mở con trỏ k được no cứ chạy linh tinh -nt chữ chạy linh tinh,k đúng Tóm lại được bề ngoài đẹp,còn lại k ổn so với giá cùng phân khúc",3
PhạM Thị TỐ Nga,"Pin ổn, mỗi tội sạc xong hơi nóng máy. Máy khá mượt. Cảm ứng vân tay sẽ nhạy hơn nếu b thay miếng dán màn hình có sẵn bằng miếng dán chuyên dụng. Mở khóa khuôn mặt khá là hề hước. Vuốt mái lên thì nhận ra, để mái xuống thì không nhận. Mặt sau khá dễ bám vân tay nhưng nhìn chung ổn phết. Được tặng cục sạc dự phòng 10000 mAh rất dễ thương, hỗ trọ sạc nhanh. Ncl chắc best best trong tầm giá.",4
NguyỄN ThỦY TiÊN,"Mau hết fin kinh khủng , tắt hết các thiết bị chay ngầm đến sáng mà fin hao mất 20% .cảm biến vân tay quá châm. Đc mỗi camera đẹp.",1
NPT,"Trước đây dùng a7 sau này đổi qua dùng a50 thì mình thấy như này: Màn hình ở chế độ lọc ánh sáng xanh mà cứ như ko có lọc, tối dùng rất là đau mắt, thua xa a7. Thứ 2, màn hình lúc coi video sao thấy như độ phân giải kém, ko rõ hay là do mắt mình? Ko hiểu? Thứ 3 về cảm biến vân tay quá tệ, còn về mở khóa bằng khuôn mặt thì mình selfie ở đt iphone xong bỏ vào camera selfie a50 này cũng mở luôn (không hiểu khóa kém thế mà khóa làm gì). Thứ 4, camera gì mà ảo lòi, ảnh thấy ko rõ nét, tệ thế nào ý. Thứ 5, máy có vẻ chuyển từ app này sang app khác đôi lúc đơ đơ. Nói tóm lại ko mượt như a7 được. Được cái pin nhiều hơn và có dùng cáp type-c. Thất vọng quá, chờ em nào mới ra đổi thôi.",2
NguyỄN ThÀNh NhẪN,Pin kém mau hết pin so với mức pin 4000 mah. Máy mau nóng sau 2 ngày sử dụng và cảm thấy thất vọng về sản phẩm,2
LÂM ThỊ ÁNh TuyẾT,"Pin kém lượng pin tận 4000 mau hết pin kinh khủng, máy mượt sài êm chỉ mỗi cái pin so vs con j7 prime thì nhưng nhau trong khi noa chỉ 3300",1
ThÂN TrỌNg HiẾU,"Máy đẹp màng hình đẹp, vân tay dưới màng hình hơi chậm nhưng ko sao, sạc pin nhanh rất tốt nhưng cũng nhanh hết pin nữa Chốt lại là pin hơi yếu",3
CÔNg,"Sau khi mua 3 ngày thì có nhận xét như sau: cảm ứng dưới màn hình quá tệ cần cải thiện rất nhiều,nhiều lúc cả 5 lần đều không nhận vân tay,về nhận diện khuôn mặt nó mở khóa cả khi nhắm mắt!!! @@,điều này thật khó hiểu,về phần cảm ứng không nhạy lắm,thua xa con xiaomi cũ của mình....con này cần cải thiện nhiều so với giá 7tr...cho 2 sao để cố gắng.",2
NguyỄN QuỐC Huy,"Máy tốt pin trâu dùng được cả ngày, chơi game và các tác vụ khác đều mượt và máy cũng không nóng lắm. Camera khá tốt chụp đẹp. Tóm lại máy ok đáng mua trong tầm giá.",5
VŨ Danh Minh,Vân tay không nhạy Hôm nay tự nhiên không bật được wifi. Phải reset máy mới bật đc. Có ai bị như e chưa,1
NguyỄN VĂN TÝ,K hài lòng nhé mua vivo ngon hơn camera xấu tệ chụp xong còn hơn trk k chụp luôn. chơi game lq đoi lúc vẫn lang k phải do mag. dk cai màn hinh,3
Vu,"Điện thoại chỉ được cái camera thôi còn lại quá tệ. màn hình super AMOLED Full HD sao kỳ lộ rõ pixel như màn HD vậy, hay mình cài đặt được?",3
Duy KhÁNh,"Chào mọi người! Sau 3 ngày sử dụng Samsung Galaxy A50 (trước đây mình dùng Xiaomi Redmi 5 Plus) mình có một vài cảm nhận sau: - Thiết kế: Máy 6.4 inch nhưng khá mỏng và nhỏ gọn so với tay mình, mặt lưng máy bóng bẩy, đổi màu theo điều kiện ánh sáng (máy mình màu đen), các phím bấm (phím nguồn, âm lượng) có độ nảy tốt, phẩn hồi nhanh. - Màn hình: Màu sắc nịnh mắt, độ sáng tốt, viền màn hình mỏng, phần cằm không quá dày. - Hiệu năng: Mình không chơi game nặng, chỉ chơi một vài game nhẹ như Hungry Dragon, Temple Run,... chơi lâu tầm gần 1 tiếng thì thấy phần gần camera của máy có hơi ấm lên một chút, các thao tác khác khá mượt mà. - Camera: Mình rất thích camera trước của máy, chế độ làm đẹp khá chân thực, chất lượng hình ảnh cho ra tốt, nếu dùng kết hợp với app Ulike sẽ cho ra những tấm ảnh rất đẹp, mình nghĩ các bạn thích chụp hình tự sướng sẽ rất thích đó. Camera sau không ấn tượng với mình, màu sắc cho ra có phần hơi nhạt hơn thực tế một chút (bật HDR lên sẽ cho ra ảnh có màu sắc đẹp hơn, nịnh mắt hơn), chức năng AI chưa thực sự hữu dụng vì mình thấy bật hay tắt AI cũng không có quá nhiều sự thay đổi trong bức ảnh, camera góc rộng rất hữu ích trong những trường hợp cần thiết như chụp ảnh nhiều người hay phong cảnh, mình khá thích nó. - Loa: Khá tệ, mình hơi thất vọng với phần loa của máy, mặc dù mình ""tai trâu"" thật nhưng vẫn cẩm nhận được chất âm của loa không hay, nếu mở to hết mức sẽ nghe hơi rè. - Pin: 100% pin mình dùng từ 6 giờ sáng đến 7 giờ tối còn 25%, chủ yếu mình dùng để xem phim và lướt Facebook nhiều, lâu lâu có chụp ảnh, chơi game,...sạc nhanh sạc trong khoảng 2 tiếng thì pin đầy, trong lúc sạc máy hơi ấm. - Cảm biến vân tay dưới màn hình làm mình hơi khó chịu vì có lúc phải chạm 2 3 lần và đặt ngón tay lâu thì mới mở được máy, nhưng bù lại mình thấy nó cũng khá hay ho và thú vị, chủ yếu mình dùng mở khóa bằng gương mặt, tuy bảo mật không cao nhưng mình lại rất thích cái vòng tròn phát sáng chạy viền theo camera khi nhận diện mặt mình. Tóm lại: Với nhu cầu sử dụng của mình thì Samsung Galaxy A50 đáp ứng tốt, mặc dù vẫn còn vài điểm hạn chế trong tầm giá như chất âm của loa không hay, camera sau chụp chưa đẹp, cảm biến vân tay còn chậm, nhưng mình có thể cho qua được, vì đổi lại em ấy cũng đã được cải tiến hơn rất nhiều rồi: màn hình đẹp, tràn viền, camera tự sướng đẹp, hiệu năng ổn định. Lần này Samsung còn dán luôn màn hình và tặng kèm ốp lưng, tai nghe cho máy, khá chu đáo! Cuối cùng là thái độ của nhân viên phục vụ rất tốt, thân thiện và nhiệt tình hỗ trợ cho mình!",5
TRẦN NGỌC,"Đã mua, chưa sử dụng gì nhiều, nhưng trên cơ bản thấy ổn, cầm hơi nhẹ, cảm ứng vân tay ko nhạy như iphone. để nghe gọi thì chưa sử dụng nhiều nên ko biết trụ đc lâu ko :)",5
Thanh,Máy này chụp ảnh ảo ghê😅 Lướt fb thoi mà nóng máy kinh Cảm ứng k nhạy Thua con j7 Priem nữa Hic k như mong đợi,4
CƯờNg,Quá thất vọng và sai lầm khi mua con này. Vân tay và khuôn mặt quá chậm. Chức năng hiển thị và font chữ không như ý 😞😞😞,2
Dai Thang Pham,"Được, camera nét cả trong chỗ ánh sáng yếu, mở khóa khuân mặt nhanh, vân tay hơi chậm nhưng ko cần dùng đến. Vào mạng không nóng máy. Hôm trước định mua m20 nhưng may mà ko mua, sau đó em a50 này ra mắt quá vừa ý.",5
VŨ QuÝ,Máy chạy nóng quá. Check antutu nhiệt độ cpu toàn trên 50 độ. Pin 4000 mah nhưng dùng 1 ngày là phải sạc. Không biết trả lại được không. Hơi thất vọng.,3
NguyỄN Minh TrÍ,Mình mua được 3 ngày rồi Chơi game cũng mượt đấy Cảm ứng không nhạy cho lắm nhiều lúc chơi pupg phải bấm 2 lần mới ăn Về cảm biến vân tay cũng ko nhạy cho lắm Pin 4000 thua con j7 2016 pin 3300 nhanh hết lắm Chơi game nhanh nóng nữa,3
TuẤN Anh,"Mua về đầy đủ đồ từ ốp đến dán màn hình. Máy xài tốt, ổn định. Đến hiện tại chưa thấy có vấn đề gì bất ổn.",5
Huy,A50 này nình nhận dc bữa 23 ... mình thấy là camera đẹp mà sao nhìu bạn chê vậy .. vân tay thì để lâu tý .. rồi pin trâu .. mình sài máy đâu có nóng đâu ... camera trước chụp đẹp ko như mấy bác nói ...,5
NguyỄN VŨ ĐăNg Khoa,"máy ngon cam chụp đẹp vân tay khá nhạy ,mở khóa khuôn mặt nhanh ngay cả khi trời tối,thiết kế khá đẹp màu rực rỡ,nói chung là tốt trong tầm giá",5
NguyỄN Quang TiẾN,Cảm biến vân tay không được nhạy ấn vào toàn báo không khớp.còn mọi thứ đều rất ok,3
SƠN,may ổn trong tấm gia ..nhưng phần chíp máy chắc để dươi cụm Cam nên khá nóng (nóng khá giống mấy con chip Snap)..cảm biến quang hơi chậm nhưng cũng ôn( chắc do dung 1 chạm riết quen )..màng có HDR tốt ..loa ngoài hơi nhỏ ...riêng phần cam trước ..Sao nó ảo quá trời ..Pin máy tốt ( vài ban chê pin tuột chắc chưa biết các tối ưu pin lại )..Nhìn chung máy rất ổn ..,3
HoÀNg HƯớNg,Máy để qua đêm tụt pin nhah...chụp hình thì chưa đc ổn cho lắm...lượng pin nó tụt khi để qua đêm .camera chưa đc tốt cho lắm trong giá tầm trung,2
NguyỄN SĨ ChÂU,"Máy xài tốt, mọi thứ quá tốt trong tầm giá, chơi game ngon. Nhân viên tgdđ dễ thương.",5
A Khoa,"Máy sài ổn , mượt trong tầm giá , chiến game online chưa thấy giật hay lag , camera thì tạm ổn , khi để điện thoại trong túi thì cảm biến vân tay hoạt động liên tục làm cho pin xuống nhanh và mau nóng máy ,",4
LÊ ThỊ Minh KhuyÊN,"Tất cả ok. Xài nhiều cũng ko nóng. Chỉ camera là xấu tệ đủ sáng ảnh vẫn mờ, Ko sắc nét.",3
LÊ NgỌC ThuẬT,"cảm ứng quang học tuy chậm nhưng thể hiện độ chất của sản phẩm tầm trung và độ chịu chơi của samsung. Cảm ứng mượt, camera đẹp. Hài lòng với sự phục vụ của nhân viên thế giới di động.",5
ThÀNh,Sản phẩm cũng ok nói chung không có gì để chê nhưng nếu có thêm tính năng chạm 2 lần tắt màn hình thì ngon biết mấy,5
VŨ,"Mới nhận máy ngày hôm qua, hôm nay test nguyên ngày thấy máy nhanh nóng quá; máy nóng tụt pin nhanh. Mới chơi game 30 phút là nóng rất nhiều, giảm hiệu năng xảy ra hiện tượng giật lag; chỉ chụp ảnh thôi củng nóng.....Trả máy thôi chứ lô máy này tệ quá. AD máy như thế có trả lại được không?",3
Dai,nói chung là loa hơi nhỏ camera hơi kém tạm chấp nhận được dùng thoi thoi gian nữa xem sao,4
NguyỄN TiẾN,Đã xài được 1 ngày. Mọi thứ vẫn cảm thấy oke. Game. Lướt facebook. Pin không tụt nhanh. Có đìu 3 camera phía sao chụp hinh xấu hơn oppo a39 đang dùng mặc dù 25 chấm 🙂,5
PhÚC NguyỄN,"Máy nhẹ mỏng màn hình đẹp , tốt trong tầm giá , mỗi thứ đều ổn chỉ có camera ở mức trung bình thôi.",4
QuyỀN,"Vân tay không nhạy, pin mau hết. Còn lại thì ok như quảng cáo. Chỉ thất vọng cái khoản pin",4
HảI,Máy không mượt lắm vân tay rất chậm hơi thất vọng mong sau này sẽ được cập nhật lại nhân viên phục vụ nhiệt tình thân thiện sẽ ủng hộ thế giới di động,3
HảI,Máy không mượt lắm vân tay rất chậm hơi thất vọng mong sau này sẽ được cập nhật lại nhân viên phục vụ nhiệt tình thân thiện sẽ ủng hộ thế giới di động,3
Anh,Nhìn chung thì tốt chứ chưa tốt trong tầm giá mới nhận máy hôm qua mầu đen đẹp nhân viên nhiệt tình pin không yếu củng không khỏe cho lắm vân tay thì kém nhận diện lâu dùng ngón trỏ thì tàm tạm ngón cái thì nhận kém sóng 3g 4g wifi ổn chơi game liên tục gọi video các kiểu không thấy nóng máy cấu hình ổn camera e ít sài nên đánh giá sau nói chung các bác nào kinh tế hơi yếu nên chờ thêm vài tuần giá tốt thì hốt các bác nào kinh tế tàm tạm súc luôn củng được tại e đang sài j7prime 2nam rồi mà cày game liên tục nên súc tạm về chơi game A50 nhà có wifi nên mua nha dùng được không đến nỗi đâu được cái này mất cái kia thôi tầm giá này thì củng không đòi hỏi nhiều 10 phân vẹn 10 thì XMax vs S10+ nhé các bác...chào cho 4☆.,4
BÙI SỸ,Máy nhìn đẹp nhưng khi mang máy về đến nhà thấy hạt bụi nhỏ bên trong camera trước hơi tiếc. Còn cơ hội trúng 2tỷ không biết thể lệ thế nào chưa thấy nhân viên hướng dẫn.,4
QuỐC NgỮ,"Dùng được 1 ngày mọi thứ đều ổn trừ cảm biến vân tây cực tệ. Chậm và cực kì thiếu chính xác, dùng 5 lần nó chỉ nhận 1 lần còn lại toàn báo sai.",3
Linh,Máy sử dụng vẫn còn nóng samsung nên khắc phục . Có ai bị nóng máy không cảm ứng cũng không nhạy cho lắm,4
NguyỄN VĂN ThÁI,"Nhìn chung thì giá máy tầm này thì ok, vân tay cũng không nhạy cho lắm có điều là khi sạc máy thì hơi nóng, tuy không thích chụp hình cho lắm nhưng chụp hình tốt, còn những cái khác thì trải nghiệm từ từ",5
Thai,Rất tệ(k phải máy tệ). Đặt hàng tưởng được tạng cục sạc nhanh hãng samsung (đó là bộ quà của ss mà cũng đổi cho dc) ai ngờ ra dc tặng cục sạc thường hãng AVa mà lại k có dây usb để xạc nữa chứ. Hỏi sao k có dây lấy j sạc nhân viên ngồi lắc đầu. Cạn lời. Hay là lấy dây usb ra để bán riêng lẻ. Có ai bán cục sạc du phòng mà k có dây sạc k. Chưa hết mua ở tgdd mà bao bì đem về thì hãng điện máy xanh. Bán dùm ak. Tôi mà biết trước tôi cũng chả đặt.,1
