name,comment,star
NgÔ Thanh DỰ,"Đã sử dụng hơn 7 ngày và có cái nhìn khác về Samsung. Thiết kế: Chất lượng hoàn thiện tốt, mặt lưng nhựa nhưng không rẻ tiền. (Rất hài lòng). Phần cứng: Màn hình đẹp, phím bấm tốt, không lỏng lẻo. Loa thoại tốt, loa ngoài nếu bật max sẽ bị chói tai, nên nghe tầm 85-90 là được (Hài lòng). Phần mềm: Máy hoạt động mượt, ổn định, bắt sóng tốt. Chất lượng hiển thị tốt khi ở ngoài trời. Đặc biệt Samsung có thêm tính năng Lọc ánh sáng xanh (đúng thứ mình cần). Cảm biến vân tay mở khá nhanh (ngón tay phải che hết cảm biến mới cho mở nhé) (Rất hài lòng). Pin: Mình hay sử dụng 4g để đọc báo, chơi game khi đi làm (sau 30p máy sẽ hơi ấm nhẹ), còn ở nhà thì xài wifi nên mấy trụ được hơn 1 ngày, có khi hết ngày thứ 2 mình mới sạc lại. May mắn là mình được tặng SDP 10.000 của Samsung nên mình yên tâm sử dụng. (Hài lòng) Kết: Trước không thích xài điện thoại Samsung nhưng mỗi lần thấy phía sau sản phẩm có ghi Made in Vietnam tự nhiên thấy yên tâm hơn khi sử dụng.",5
NÔNg ThỊ HuyỀN,"Mới mua trả góp hôm 25/03 ở Dienmayxanh lục ngạn Hiệu năng của máy thì ok khoãng 90%, tuy nhiên tình trạng pin có vẻ hơi tụt nhanh (chắc do màn hình) và tui thắc một điều là màn hình Super Amoled đặc trưng của nó là ánh sáng vàng à??? Mới lấy hàng dùng được 7 ngày thi đang nghe nhạc tự nhiên máy bị cháy màn hình may vẫn còn bảo hành lên mình được đổi sang máy khác cảm ơn các bạn bên TGDD .máy dùng rất tốt chụp ảnh cũng đẹp chơi game pubg liên quân máy không giật lag còn về sau không biết máy như thế nào.",5
Sonv,"Mộ thứ đều ổn trừ loa ngoài, cảm biêt vân tay ko dùng,, thấy hay duoi màn hình thui, nhân viên TGDD nhiệt tình,,,",4
A Dieu,Vẫn tay kèm.camera bình thường.pin tâm ơn.lâu lâu tự nhiên màn hình tôi thui.phải bắt nguồn lại.hỏi thất vọng,1
Mai KẾ NghiỆP,"Mới mua trả góp hôm 29/03 ở Dienmayxanh Cù Lao Dung Hiệu năng của máy thì ok khoãng 90%, tuy nhiên tình trạng pin có vẻ hơi tụt nhanh (chắc do màn hình) và tui thắc một điều là màn hình Super Amoled đặc trưng của nó là ánh sáng vàng à???",5
LÊ Minh NhỚ,Camera tuyệt vời cảm ứng tạm chấp nhận được máy hay bị chậm PIN dùng được 1 ngày nói chung cấu hình tạm ổn so vs mới mức tiền tầm trung chờ phiên bản fix vá lỗi xem như thế nào. cho 5* khích lệ,5
TrƯơNg,"Sản phẩm tốt.. camera sáng màu, pin xài lâu, máy k quá nóng, chơi game tốt chỉ cảm biến vân tay là khá tệ...",4
To Van Nghia,nhà mình sài samsung được 5 máy rồi giờ vẫn sai 4 cái bình thường 2 cái đoi cũ thì còn mình sai vẫn còn tốt còn cái s3 thì mình bán rồi giờ còn a3 . j7 . a6 . a50 mới đặc sai thấy khá ok chưa thấy hiện tượng gì ngoài vẫn tay mang hình hỏi chậm vẫn chưa có ý định đôi sang han khác để sai cho 5* vì sai thấy khá ok vì sai 5 máy của han samsung rồi khá tốt.,5
NhỰT,"Cảm ứng mượt, vân tay trong màn hình không nhạy nhưng mở khóa khuôn mặt cực nhanh, loa to, camera chụp đẹp.Nhân viên TGĐD tư vấn rất nhiệt tình.",5
Đỗ Quang ThÁI,"Giá tốt, hiệu năng tốt, vân tay quen sẽ ok, màn hình hơi ám vàng, pin bình thường nếu không muốn nói là hơi kém, nhân viên TGDĐ phục vụ tốt",4
DƯơNg Quang TẤN,Máy rất tệ lỗi cấu hình vân tay kém kết nối wifi kém hối hận khi mua máy này......,1
NguyỄN BÁ ViẾT,Tệ sao với mong muốn j5 prime ngn hơn viết tin nhắn thì đơ. Không biết làm sao. Hok nên mua khộg nên mua,1
NghiÊM,Bản cập nhật mới nhất cách đây 1 ngày sao em cảm thấy pin tuột nhanh hơn nhìu so với mấy bản cũ.,3
Nhat,"Xài tạm được , mua từ 1-5/2019 ban đầu ổn ngon mà tới giờ lại bị giật lag , nói chung samsung tầm trung xài được cỡ 1 năm thôi là phải đổi máy khác rồi :((",2
Dang Thanh,"Mới mua a50 128g sao thấy pin tượt nhanh wa lượt fb hay đọc báo tâm 4,5p là pin tượt 1%,pin 4000 mà kị dzay nhớ hỗ trợ",3
NguyỄN Anh TuẤN,Sản phẩm quá tệ. Máy mau xuống pin. Chi game lag . Giá tiền quá cao mong ae đừng mua chán. Nếu mua qua hàng oppo vivo... ngon hơn so với tầm giá này.,1
Anh HùNg,khuyên bạn nào chơi game thì không nên mua 4g kém dưới mức trung bình có lúc 2 vạch sóng mà xem video không load đc liên quân thì chỉ muốn đáp máy đi còn những mặt khác khá ổn kém nhất là sóng,2
LÊ KỲ NgỌC Trang,"Mua được gần 4 tháng, nay nhận diện khuôn mặt và vân tay kém, loa thì rè, nghe gọi ko được rõ ràng, bắt sóng và wifi yếu, pin ổn, màn hình được.",2
Lan Amh,Nhận diện vân tay kém. Camera ổn. Pin trâu. Nhận diện khuôn mặt ổn. Voice giọng nói hơi kém. Sạc pin nhanh.,3
Thi,"Kết nối 3/4G rất yếu dù gói cước mạng mình dùng chất lượng cao, ở chỗ thông thoáng dễ bắt sóng. Cách đây vài tuần cảm ứng loạn hết, mỗi ngày đều phải khởi động lại máy mới hết. Cảm ứng vân tay tệ từ lúc mới mua máy, hầu như bao giờ cũng phải nhập mã thủ công để mở máy",2
NguyỄN TiẾN ThÀNh,"Mình mua tháng 10 năm 2019. Dùng sp cũng bt. Cảm biến vân tay kém. Camera trước khi sử dụng hay có những vét kẻ dọc , quay phim cũng có những vết ấy, chụp ảnh cũng vậy. Ko biết tại sao nữa.",1
Anh HùNg,máy sóng cực kém 4g thì không bằng máy rẻ tiền khi đến chỗ khuất 1 chút ko có sóng màn hình ổn pin ổn chơi game wifi đc chứ 4g thì chán kinh khủng cập nhật mới đang gọi thì bị ngắt máy báo số không hợp lệ đang tính đổi máy khác,2
ĐInh Huy,"Mình không thích tai tho, hoặc giọt nước vì chúng làm khuyết hình ảnh",1
NguyỄN Duy Nam,"Mình mua máy từ ngày ra mắt tại thế giới di động luôn với mừng hí hửng máy chạy ok, thât ra minh đang xài J7 Prime nhưng khi thấy con máy A50 ra mắt thấy thích vậy la mua về xài nhưng thật sự không bằng J7 Prime về độ ổn định của máy, thường hay bị đơ, lag máy, đứng máy , nhứng lúc như vậy chỉ muốn ném vào sọt rác mà thôi, lại phải bấm nút nguồn + giảm âm lượng khởi động lại, mình là fan dùng samsung nhưng chưa thấy máy nào dở như máy này muốn đổi mà mới mua còn tiếc. bảo hành thì không nghĩ đến vi chắc do lỗi máy, thật không biết làm sao cả ?",5
TrẦN NgỌC TuẤN,"May tốt, ổn không vấn đề gì,sản xuất nhằm kiện hàng hên xui mọi người a",5
Anh,Điện thoại sử dụng khá tốt camera đẹp bộ nhớ nhiều nhưng sóng chập chờn quá có nhiều lúc 3G mạnh mà vẫn lên mạng chậm,4
Anh ThƯ,"Sau 1 thời gian sử dụng thì ko biết có ai bị tình trạng như e không là sóng dt rất yếu, có khi ng khác gọi còn bị thuê bao trong khi % pin dt còn đầy k hết và cũng k sụp nguồn",3
NguyỄN ĐìNh LỢI,"Nói chung ở tầm giá gần 8 triệu khi mua máy. Thì tôi thấy hơi đắt so với hàng cùng loại. Máy bắt sóng yếu và màng hình chống trầy mà bị trầy mới ghê. Giá khoản 5tr thì ok.. lỡ mua xài đc 5 tháng rồi , ko lẽ đổi cái khác thì phí quá.. nản",3
ĐứC ThẮNg,"Đã mua được 7 tháng, xài mọi thứ đều OK. Pin sạc khá nhanh, xài cũng ít hao...nói chung là rất hài lòng về A50, mình cho 5 sao luôn...",5
Hoang Diep,Mới mua mà lo rè..bắt 4g yếu..1ngay xạt bin 2 lân bin nhanh hết quá...ko biết có đổi khác đc ko,1
Hggygy,"mik rất ức chế mấy người k biết sài chê người ta, vd như quét vân tay thì lúc nhập vân tay cũng phải quét hết ngón chứ quét xíu r sài sao vô, r chắc chăn màng hình vs tay hk dính j, sài hao pin thì ai biểu cài phần mềm lung tung, k biết tắt mấy cái hk sài ak....... còn nhìu nữa đọc xog ngẫm coi mik ngu cỡ nào",5
NguyỄN Nhi,"Camera sau chụp quá mờ, mình chụp không lấy nét được, thua cả con J7 PRO. Vân tay kém. Được cái cấu hình đẹp thôi",3
ThÀNh ĐượC,"Sóng quá kém, quảng cáo rõ hay đến khi mua về dùng thì không thể chấp nhận được, không bằng mấy cái điện thoại trung quốc",1
Dr TỈNh,Mình dùng a70 mới đầu thấy mọi người kêu quá trơi ơi. Nhưng vẫn mua và dùng rất ok. Cập nhật phầm mềm mới nhất máy chạy ok luôn trời,4
LÊ KỲ NgỌC Trang,Mong sớm ra cập nhật phiên bản mới cải thiện ân thanh tốt hơn nhé. Nghe nhỏ va rè,4
Nguyen Thi Lan,Máy bị lỗi .pin k cầm .máy mới nữa .mà ngày nào cũng sạc .mà bảo hành hoài .k cho đổi,1
Anh Tran,"Quá tệ pin dùng nhanh tụt, chơi game thì giật. Mới mua được hai hôm mà sạc xong không khởi động được.",1
PhạM TrÍ Dat,Máy sạc đầy k sài cũng hao pin kinh khủng chắc do chế độ on đít way j đó miễn k có những cái đó nhìn dt chán muốn dục đi cho rồi wifi bắt kém vô cúng 4g căng đét lướt k nổi lầm khi mua con này tính mua oppo ngon hơn,3
PhÁT,"Ai sao chứ bản 6g 128g tui xài ok, cảm ứng nhạy, 4g sóng cũng mạnh, game thì t chơi ít ah, pin xài dc 1n rưỡi, lúc mua nv cực nhiệt tình, xài cả tháng r chưa thấy lỗi gì để đỗi trả cả. Pin sạc khoảng 2h. Loa ok. Tầm giá này mà xài 1, 2 năm vứt cũng đc r.",5
Duy TuẤN,"Sau khi mua máy được 4 tháng thì có nhận xét chi tiết như sau. Thứ nhất đó là vân tay rất kém, sau bao lần cập nhật vẫn k tốt hơn bao nhiêu Thứ 2 đó là bắt 4G,wifi và sóng đt vô cùng kém. Thứ 3 đó là màn hình hay bị loạn cảm ứng, ai mà tay ra mồ hôi hay màn hình có nước là bị giật tung chảo luôn. Tóm lại sau 4 tháng mình đã bán đt lại và chuyển qua hãng khác dùng, khuyên bạn nào mua Samsung thì nên mua hàng S hoặc note mới dùng đc.",1
TrỊNh HoÀNg,SamSung A50 sạc pin bao nhiêu giờ là đủ pin;sử dụng pin trong bao lâu là hết pin,5
PhÁT,"Pin, sóng đều ok ko như mọi người nói, lúc đầu xem đánh giá định ko mua mua a70. Nhưng giờ mình xài 3n r, thấy mọi thứ đều ỗn, bạn nào bị cong máy có lẽ do bỏ túi quần, sóng mình xài 4g thấy ko bị giựt lag, vân tay cũng nhạy, mình có dán miếng cường lực... nói chung máy ỗn.",5
Long,Em xem youtuber mà em k nhấn nút chuyển video mà kéo 1 cái là qua cái khác luôn có thể tắt hk z,4
VŨ VĂN Linh,"Không còn gì để nói ! Mua về được 3 ngày , máy sập nguồn mang lên hãng đợi 1 tuần , đổi máy mới ,nhân viên tự đập hộp . Máy mới sóng thì mất liên tục, màn hình thì tự bật, loạn cảm ứng.",1
NguyỄN VĂN Thanh,Con ss a50 mua hơn 10 ngày. Chơi game pubg được 1 2 trân là loạn cảm ứng. Gửi vào hãng. Báo chạy lại phần mềm. Gửi về chơi vẫn bị.,1
NgỌC Huy,"Máy dùng 4G sóng yếu, chơi game hay bị lag",4
Nguyen Van Rin,Khuyên ai dang co y dinh mua dong nay thi dung nên mua.vì minh đang sai.va đang rất rất hoi han.cam ung nhay lun tun.tệ bo trong tui quan bi mắt mua co một chút đem ra lâu kho một lúc sao man hinh bi một cụt den thui ngay góc man hinh.noi chung la chan lam roi.hang samsung bay gio wa tê,1
TrẦN NgỌC ThÂN,"Thiết kế gọn nhẹ, đẹp lừa mắt. Bắt sóg sim và sóng 3g,4g quá yếu. Nên khi gọi đi gọi đến nghe không rõ mất tiếg luôn phải ngắt cuộc gọi để gọi lại. Âm lượng mở hết cỡ kết hợp cả loa ngoài vậy mà vẫn bị mất tiếg k nghe đc do bắt sóng sim yếu chập chờn ấy mà. Khi mua A50 các bạn phải xem đánh giá của khách hàg trước đã. Thua xa a10 vừa rẻ vừa bổ.",1
PhẠM VĂN TruyỀN,Sau khi dùng 1 tháng Bản cập nhật tháng 8 quá tuyệt. Vân tay siêu nhạy Pin dùng khoảng 5h liên tục Chip tầm trung nên chơi game chỉ mức tạm Camera rất ổn nhá Sạc hơi ấm máy. Sạc tầm 1h40 đầy pin 0-100% Màn hình đẹp. Cảm ứng chưa được nhạy lắm khi dùng kính cường lực Máy rất nhẹ:))),5
TrẦN Quang QuÂN,Qua sử dụng thì mình thấy máy hay bị lỗi phần sóng 4g. Mình đã đổi đến cái thứ 2 mà máy vẫn bị y trang một lỗi là tụt sóng từ 4g xuống còn 2g (E) và ko lấy lại được sóng 4g. Chỉ khi nào khởi động lại máy thì mới lấy lại được sóng 4g! Một chị chỗ mình làm mới mua máy này cũng bị vậy!,1
NguyỄN HoàNg Nam,Thất vọng lỗi pin thiết bị đang sạc chậm.Sạc nhanh khi đang sd pin vẫn tuột.cực kỳ bất tiện trang bị sạc dự phòng cũng bằng thừa,1
Cho,"good quality. good price. Nice design, high quality, looks good, good service. Id like to buy again",5
TrÂM TÔN,Lúc đầu gắn Sim ở vị trí thứ 2 cho Internet. Mà máy chạy internet rất yếu bất kể đổi qua Sim khác cho ngăn số 2 đó. Sau đó lấy sim 2 đổi qua chỗ Sim số 1 thì internet ổn hơn. Vị trí sử dụng internet ở ngăn sim số 2 có vấn đề,3
Trantuan,"Máy sóng quá yếu ,vân tay coi như ko có ,camera dc pin ok mạng 4g nhung may khác bat song đầy vạch ma a50 có 3 vạch hay mất sóng .noi chung sai lầm khi mua a50",3
NguyÊN,"Trc cũng dùng con j6 lavender thấy cũng đc mà sao dạo này vào xem mấy cái mấy mới ra này thấy bị phê bình nhiều quá?nếu anh em nào đang phân vân giữa những dòng máy trung bình trừ iphon ra thì m khuyên mn nên chọn huawei cũng đc,m đang xài nova 3i 4/128G thấy rất ổn pin tốt chỉ có điều icon hay chủ đề nhìn nó hơi xấu...m dùng đc 5 tháng thấy rất ok..",1
ĐặNg Quang HÀ,Chất lượng điện thoại dùng ổn Nhưng thiết kế quá tệ Loa lại ở gần mic nên khi phát trực tiếp mà bật nhạc thì âm thanh nghe rất rè Lỗ cắm tai nghe cũng sai chỗ chơi game toàn phải lật ngược điện thoại lại Loa thì rè nghe không ngon bằng j7 pro luôn,4
NguyỄN VĂN CƯơNg,Sản phẩm quá tốt cảm ứng mượt mà sử dụng ổn định sam sung cố gắng phát triển hơn nữa,5
TÂN,Mình mới dùng được tháng cảm thấy máy chơi game lướt web ok Nhưng cái vân tay thì ít nhạy,5
DiỄM NguyỄN,"Đã mua tại thegioididong để làm quà và rất hài lòng với nhân viên tư vấn ở đây. Thái độ làm việc chuyên nghiệp không kỳ kèo khách. Nói chung cho 5* về thái độ phục vụ, 4* về chất lượng điện thoại vì mình k trực tiếp sử dụng, người được tặng thì rất hài lòng",4
TrẦN NhẬT TrƯờNg,"Máy mỏng, đẹp, gọn, cầm rất vừa tay. Pin khá ổn sạc rất nhanh, ko chơi game chỉ lướt face và xem Youtube khoản 26 tiếng. Chỉ có Camera trước chụp ko đc đẹp lắm hơi ảo ảo, chụp thiếu sáng chưa đc tốt. Nhân viên tgdd nhiệt tình vui vẻ. Nói chung là rất ok.",5
BÙI DiỆU,Sài đk hơn 3t.sóng yếu kinh khủng. Chơi game qua wifi cung nóng rát. Sai lầm lớn nhất khi mua con a50 .cho 1*,1
QuyÊN Mai,"Máy chơi game lag, mạng yểu, nói chung là wa tệ, ae ko nên mua máy nầy ,để tránh hối hận, mình rất thất vọng về sản phẩm ss",1
LÝ Minh,"Sau hơn 3 tháng sử dụng, máy tuy có sạc nhanh nhưng chỉ đủ 1 ngày sử dụng nghe gọi bình thường, nếu vào mạng thì ko đủ. Bắt sống wifi rất yếu trong khi con samsung J7 (2016) chạy vù vù. Cảm biến vân tay ko được nhạy, mỗi lần bấm vân tay là mắc chấn. Trải nghiệm thực tế của mình, mọi người cân nhắc trước khi mua con này.",1
LÊ VĂN DẪN,Máy quá nản chạy 4g tốc độ cao chơi game mà lăag nản.sai lầm khi mua máy này.từ nay không sài hàng của sam sum nữa,1
QuÁCh BÌNh Minh,"So với Iphone thì nhiều chức năng tuy nhiên khả năng xảy ra lỗi rất cao trong quá trình sử dụng, Một số lỗi khó chịu như chuyển màu màn hình trắng đen, thiết lập giọng nói điều hướng, máy hay nóng, loa ngoài ko trong so với iphone.",1
BÀN DẦN,Cảm ứng vân tay quá chán. Mua được gần 2 tháng mà mở được 2 lần vân tay. Nhận diện khuôn mặt thì tạm được,2
LƯơNg ThỊ MỸ ThỦY,Mua chưa đc 2 tháng cảm ứng lúc ăn lúc ko chơi game thì toàn bị lắc vân tai vân tai thì lúc đc lúc ko game thì wf mạnh vẫn lắc thất vọng,1
Kim CƯơNg,Cập nhật lại ổn hơn nhiều. Vân tay nhạy hơn. A50 128G ngon mà. Cứ tin tưởng samsung đi mn.,5
Phongkkk,May cai gi cung tot chỉ có bị loạn cam ung pin mau het con lai moi thu ok dung dc 2 thang roi tinh ra doi con A 80 ma dang ban khoan so bi loi nua,3
Phan Quang,"Mua máy cũ được tháng, pin tốt, wifi mạng trong thành phố tốt, tác vụ thường tốt ,màng hình hiểu thị tốt, nhận dạng khuôn mặt tốt, sạc nhanh tốt, cảm ứng khá, cam chụp trước sau khá, game LQ&PUBG khá, vân tay tệ",4
Phan SƠN,"Đã dùng được 1 tuần. Ưu điểm : pin trâu, camara ổn, mở khóa khuôn mặt khá nhạy , chiến game khá mượt. Nhược điểm : bắt song 3+4G rất yếu, cảm ứng k dc mượt lắm, màn hình dài k hợp lý lắm . Nói chung giá 7-8 tr để mua a50 thì khá đắt , nếu có chương trình giảm 500k thì mình thấy củng tạm ổn với số tiền đó",3
BÙI TuÂN,"K lẽ chịu mất 20% để trả lại. Sóng yếu ( cũng cùng 1 sim đó bỏ vào con xiaomi sóng full,bỏ vào A50 k có lấy một vạch) . Cảm biến vân tay , nhân diện khuôn mặt kém. Phần chuyển hoạt cảnh hay bị lag.nhất là vào gọi điện phải mất tầm 2s mới mở lên dc.Tôi dung bản 128G , chỉ dc cái mã.hối hận",2
Chung KỲ PhƯơNg,"Chị ơi, cho e hỏi em mua máy này mới đc 3 ngày mà độ nhạy của nó kém quá vậy ạ. Phải nhấn mạnh nó mới vô á.",2
NguyỄN Long,Sau 2 tháng sử dụng thấy rất là oke mọi thứ đều tốt chơi pubg và liẻn quân thông thi đc khoảng 7tierngs nhung có 1 điểm ko thich cho lăm vân tay trong màn hinh ko đc nhậy cho lắm nên minh cho 4 sao,4
Linh,"Máy mới mua xài cũng ok không vấn đề lỗi lầm gì, nhiều người bảo vân tay không nhạy nhưng mà thực ra phải để tay vào đúng vị trí và che toàn bộ cảm biến thì quét mới được",3
NguyỄN ĐứC TrỌNg,"Vân tay quá kém.cài đặt hôm trước hôm sau k nhận nữa, k tải gì ngoài zalo và face mà máy vẫn đơ",1
PhẠM KiỆT,"Máy dùng tốt, màn hình đẹp, pin trâu, vân tay thì không nhạy lắm, ấn thử mấy lần mới được, còn lại ok",5
ThÁI,Mang tiếng sạc nhanh mà có thấy nhanh đâu. Sạc lúc pun còn 25% mà gần 3 tiếng mới đầy,4
NguyỄN BẢO ThỊNh,Cảm nhận khi dùng thử 2 tháng hoàn toàn oke bin thì khỏi nói mọi chức năng oke nhân viên thì nhiệt tình rất hài lòng,5
HỢI NguyỄN,"Tôi mới tậu em bản Ram 6 . Rom 128 . Nói chung ổn . Chỉ có vân tay nhận hơi chậm . Nhưng so với tầm giá chấp nhận được . Cày liên quân ổn , trước xài con xiaomi note 6 pro . Mây bị rớt điểm cảm ứng khi chơi liên quân ở nút di chuyển . Còn con này đã text kĩ trước lúc mang về nhà . Mọi thứ tạm ổn . Pin , cam , mượt . Trừ vân tay . Thì đã được trên 7 điểm . Ok khá hài lòng . Pin 1 trậnieen quân tầm 25 đến 30p hết khoảng +- 3% .",2
ThiÊT,Mới lượm về hôm qua sau 1ngay sử dụng dánh gía của minh nhé:ket nối wifi +4g yếu.pin thì ok m chơi liền quân 1 tran 15_20p mất khoản 3_4% pin.như vậy ok rồi.max đồ họa nhé.bàn phí nhỏ bấm toàn bị lệch chử.máy này cho ai để danh nghe goi làm viêc nhẹ thôi.còn chiến game nên cân nhắc.vậy thoii,3
Quan VƯơNg,Mua máy về xài mang thêm bệnh tức.thua đồ TQ. Xài lâu thêm hại thân do amoled xuống cấp làm hại mắt. Samsung xưa xài ok giờ xài lỗi liên tục .ai mún mua nên suy nghĩ kĩ lại.đừng vì thương hiệu mà lầm.đồ nào cũng xài đc quan trọng cái nào đáp ứng đúng nhu cầu.mua con này về tức thêm,1
NhÂN,"Mình cho 4 * là vì tất cả đều tốt từ nhân viên cho đến chức năng, ai mua sài r mới biết a50 sài tối ntn. Còn 1* còn lại là vì CAMERA thật sự là khá xấu !!! (sóng, pin, mượt, vân tay, nhận diện face ) quá tuyệt vời.",4
Minh Quang,"Nói chung pin thì quá trâu , lướt web , xem youtube , mình xài liên tục 12 tiếng mới hết, sạc nhanh 1 tiếng 30p là đầy rồi. Mỗi tội mình cài tải mấy cái theme, xong xem youtube lâu lâu nó đơ cả màn hình xong nó tự khởi động lại ghét nhất cái này, với lại cái vân tay nữa không ưa .",4
Ly Minh Dang,"Một sản phẩm tốt trong tầm giá, màn hình đẹp, camera tương đối ổn, nhưng pin ko đc như mong đợi đủ dùng trong 1 ngày khi xài mức độ vừa phải, chán nhất là chất liệu nhựa rẻ tiền",4
TÂM,"Điện thoại xài rất ổn định, mình rất hài lòng khi mua A50, chơi game mượt, và nhanh",5
NguyỄN PhƯơNg Thanh,"Sai lầm khi mua A50 xài. Cảm ứng hay bị loạn, hay bị đứng mấy. Đúng là sai lầm lớn. Nay ko chơi với samsung nữa. Đây là mấy cuối cùng mua",1
Luong Xuan Toan,Bắt wifi yếu. Đã thử hêtd tất cả các hướng dẫn. Mới dám đưa ra kết luận. 3 ngày chơi game thử. Vì đang sài con j7pro nữa.Cấu hình tạm dc ở phân khúc giá. Mới mua 3 ngày và trải nghiệm. Ko hài lòng với số tiền bỏ ra mua. Ngày mai tôi sẽ ra tgdd đổi máy. Máy lỗi mà tgdd vẫn bán thì thua rồi.,1
NguyỄN VĂN Duy,Gọi messenger hình ảnh mờ k rõ nét. Chụp ảnh k thực k sắc nét...gửi sam sung nên điều chỉnh mang tiếng camera chính 25 mp,2
Phan,Máy k hài lòng về mọi mặt. Giá 8 tr màk k bằng con 4tr . Thất vọng cho dòng sansum càng ngày càng tệ,1
BÙI,Tui mua gần tháng trời sài có làm sao ko sài sim 4G cái chê chơi game chính max câu hình có sao đâu ai chê thì chê thì tui khoái samsung là hãng điện thoại có điện thoại sài bền nhất trong các hãng tui khuyên các bạn mua điện thoại thì mình thích cái nào mua cái đó chứ đừng vô coi bình luận cái làm mất cảm hứng mua của mấy bạn mua về sài rôi mới biết tốt hay dở,5
NguyỄN HẢI ĐăNg,"A50 chống nc đc ko adm ơi cho em xin ý kiến với ạ, ... ...........................",5
ĐàO CÔNg HiẾU,Anh mua máy đã được 1 tuần rùi. Máy rất tuyệt ko Đơ không loạn Táp vụ Mượt mà ko Lag giật pin rất ok đáp ứng đủ 1 ngày Camera chất lượng cực kì anh rất thích... có 1 điểm anh anh vẫn chưa ưng là vân tay trong màn hình mới này nhìu lúc cũng ko nhận và hơi lâu cũng hơi bất tiện 1 xíu nhưng mà không sao chắc đây là công nghệ mới nên chấp nhận được mọi thứ hoàn hảo và đáng đồng tiền anh bỏ ra.. Anh rất ưng.,5
HẬU,cái đầu tiên lỗi độ ẩm đổi cái tiếp theo lỗi máy ảnh slow motion haizz,1
ĐàO CÔNg HiẾU,Anh mua máy được 1 tuần bản 128g. Cảm nhận riêng thì anh rất ưng về nó máy đẹp camera tốt táp vụ lướt web xem yutube hoặc chơi game giải trí máy vẫn đáp ứng tốt cho anh đủ 1 ngày .... bảo mật ok nhưng có vài điểm anh ko ưng đó là về vân tay vẫn hơi chậm 1 xíu anh nghĩ đây là vân tay để trong màn hình còn mới chưa được phổ biến nên cũng chấp nhận với mức giá này của nó đem lại ...thứ 2 là phần loa ngoài hơi to nhìu lúc cũng thấy chói tai 1 xíu anh nghĩ nên cải thiện điểm này 1 xíu.... nhưng ko sao máy vẫn đáp ứng đủ về tất cả phần còn lại mà anb cần.... và anh rất là ưng nó,5
A50,"Pin lúc tượt nhanh, lúc chậm Vt thì chậm tí nhưng ko sao, máy mình bắn phát nào là ăn phát đó, ko thik thì dùng mk khuôn mặt Cầm nhìn ko tệ cho mấy, tiền nào của đó Chíp chơi game mượt mát Mấy pác cứ chê hoài, sợ luôn",5
ĐOÀN TuẤN HƯNg,Samsung A50 vẫn bị lỗi khi đang gọi video trên Zalo thì cứ tắt camera đi với lại nhiều lúc cũng bị lỗi trên máy và còn một vấn đề nữa là khi nhét chiếc điện thoại vào túi quần thì cứ sáng màn hình không hiểu sao nữa hình như do nhà sản xuất hay sao ý mong nhà sản xuất hãy khắc phục lại vấn đề này,2
KiỆN,Máy bắt sóng quá yếu .không biết thế giới di động có chạy theo doanh số sản phẩm và lợi nhuận hay ko.hỗ trợ bảo hành lên đến 7-10 ngày quá chậm,1
Ca,Mình mua được hơn 10 ngày. Chưa nhiều thời gian trải nghiệm. Khó chịu nhắt là wifi thường xuyên bị lỗi. Ko lỗi thì cũng bắt kém quá.chán con này luôn,1
QuÂN BÙI,"cam chụp xấu,điện thoại xài chưa được 1 tháng đã k cảm ứng được,cảm ứng không nhạy,vân tay khó ăn",2
Â,"Thất vọng vô cùng. Bắt sóng điện thoại quá kém, vân tay k nhạy, vỏ nhựa nhìn bình dân, pin tụt nhanh. Chả có gì xứng đáng với 8tr.",5
KhÁNh An,Thật sự ai chê gì nhưng tôi thấy máy sài rất tốt nhân viên tư vấn rất nhiệt tinh,5
TÂM,Quá tệ.bắt sống 4g quá yếu.pin tuột chóng măt.chẳng lẽ chịu mất 20% đợi máy khác chứ.,1
CÔNg BẢY ĐInh,Nói chứ là dùng cũng đc. Vân tay hơi chậm chút. Mà hình thì mờ Ko ổn định khi chuyển chế độ tự động. Cong mọi cái thì cũng đc.,3
NguyỄN HoÀNg Nhanh,Dt gì mà mỗi lần sài 3g phải khỏi động lại máy Ngày khỏi động mấy lần máy bị loi,1
TÍN,"Máy cằm nắm vừa tay, màn hình bự không cấn nhiều. pin xài đủ. chụp hình ở mức tạm, không thường chụp ảnh bằng đt mà máy trang bị nhiều góc chụp vầy cũng khá.",3
HƯơNg,"Lấy máy về thấy chạy ổn, khá mượt, nhìn sang. Camera đủ các cự để dùng. Đôi lúc hơi đơ nhưng giá này thấy cũng ngon.",4
BẢO,Mua test dc 2 ngày 6GB ram 128 Chơi game mượt mạnh pin châu loa hơi lớn nghe hơi ồn Ức chế cái là muốn xem.% pin phải kéo xuống 😄 Đáng tiền đáng mua cho 5 sao,5
Phan Thinh,Máy ok dùng ngon mỗi tội pin quá yếu ..máy không nên dùng để chơi game...cần bản update khắc phục các lỗi vặt,3
Nguyen Vu,Hàng tầm trung là phải vậy rồi chứ làm sao ngon như hàng cao cấp muốn ngon mạnh tốt thì mua mấy cái 10 mấy 20 triệu mà Sài là ngon à tiền nào của nấy thôi mấy bồ ơi than vản j chấp nhận Sài hàng tầm trung là phải chịu nhé thân chào!!!,5
